building,floor,electricity,water,status,timestamp
Building A,4,126.59,178.83,normal,2025-12-12T20:13:11.644025+00:00
Building C,4,86.36,234.36,normal,2025-12-14T03:48:23.644025+00:00
Building C,3,87.91,135.57,normal,2025-12-14T02:35:45.644025+00:00
Building C,3,122.66,206.89,normal,2025-11-16T07:51:04.644025+00:00
Building B,4,126.42,318.52,normal,2025-11-29T12:59:37.644025+00:00
Building B,4,153.67,194.62,normal,2025-12-03T23:57:02.644025+00:00
Building A,2,147.6,177.21,normal,2025-11-17T08:21:56.644025+00:00
Building C,2,87.59,173.68,normal,2025-12-12T06:40:15.644025+00:00
Building C,1,358.42,632.36,anomaly,2025-12-05T09:39:00.644025+00:00
Building A,3,122.22,185.54,normal,2025-11-26T21:28:50.644025+00:00
Building C,1,73.31,122.07,normal,2025-11-25T03:17:47.644025+00:00
Building B,5,155.28,260.22,normal,2025-12-05T17:23:26.644025+00:00
Building B,2,139.88,254.04,normal,2025-12-12T17:26:12.644025+00:00
Building C,2,82.79,178.35,normal,2025-12-13T23:37:12.644025+00:00
Building C,1,98.34,145.28,normal,2025-11-20T04:19:44.644025+00:00
Building A,2,94.31,185.51,normal,2025-11-26T02:05:01.644025+00:00
Building C,2,115.86,199.08,normal,2025-11-23T04:14:00.644025+00:00
Building C,4,322.47,511.28,anomaly,2025-12-01T03:26:51.644025+00:00
Building C,3,73.86,218.29,normal,2025-11-21T03:14:17.644025+00:00
Building A,4,117.79,325.22,normal,2025-11-28T11:15:45.644025+00:00
Building A,5,127.5,282.9,normal,2025-11-18T12:46:31.644025+00:00
Building A,1,100.37,210.2,normal,2025-12-15T02:44:38.644025+00:00
Building A,5,113.84,219.96,normal,2025-11-28T14:59:32.644025+00:00
Building C,4,163.81,194.84,normal,2025-11-26T13:15:01.644025+00:00
Building B,3,142.9,343.71,normal,2025-12-10T13:58:24.644025+00:00
Building A,1,151.45,176.41,normal,2025-12-07T18:50:05.644025+00:00
Building A,1,96.17,203.64,normal,2025-11-22T03:41:09.644025+00:00
Building C,2,103.09,146.41,normal,2025-11-19T21:32:03.644025+00:00
Building A,1,147.22,239.59,normal,2025-12-15T13:16:21.644025+00:00
Building B,4,137.58,282.97,normal,2025-11-17T02:17:09.644025+00:00
Building B,1,137.93,186.16,normal,2025-11-18T03:18:02.644025+00:00
Building A,4,371.78,505.56,anomaly,2025-12-08T19:19:51.644025+00:00
Building C,5,353.73,612.12,anomaly,2025-12-13T00:45:54.644025+00:00
Building A,3,164.87,245.65,normal,2025-11-30T16:51:51.644025+00:00
Building A,1,91.22,212.84,normal,2025-11-18T06:56:16.644025+00:00
Building B,3,115.42,282.73,normal,2025-12-01T23:56:42.644025+00:00
Building B,4,97.57,247.04,normal,2025-11-30T23:42:13.644025+00:00
Building B,2,84.52,259.7,normal,2025-11-23T02:55:28.644025+00:00
Building A,1,121.8,239.31,normal,2025-11-20T15:33:39.644025+00:00
Building B,3,126.26,228.26,normal,2025-11-20T06:32:24.644025+00:00
Building C,5,119.8,236.07,normal,2025-12-10T11:12:00.644025+00:00
Building C,2,73.74,185.96,normal,2025-11-28T20:51:35.644025+00:00
Building A,3,119.03,180.17,normal,2025-11-28T00:15:02.644025+00:00
Building C,2,97.15,148.08,normal,2025-11-18T03:30:48.644025+00:00
Building A,2,118.6,172.3,normal,2025-12-04T21:36:07.644025+00:00
Building B,1,131.11,152.93,normal,2025-11-27T05:39:58.644025+00:00
Building A,2,343.56,589.96,anomaly,2025-12-15T03:14:17.644025+00:00
Building B,5,139.51,207.61,normal,2025-12-15T06:31:56.644025+00:00
Building A,1,122.04,157.89,normal,2025-11-19T01:22:28.644025+00:00
Building A,1,89.33,209.07,normal,2025-12-14T03:16:33.644025+00:00
Building A,3,106.3,206.85,normal,2025-11-25T05:00:47.644025+00:00
Building C,3,70.12,140.84,normal,2025-11-22T02:02:29.644025+00:00
Building B,2,188.63,300.32,normal,2025-12-10T18:04:26.644025+00:00
Building B,1,115.96,193.02,normal,2025-11-23T18:56:49.644025+00:00
Building A,5,151.29,266.67,normal,2025-12-07T09:40:04.644025+00:00
Building B,3,161.84,271.41,normal,2025-11-26T10:50:20.644025+00:00
Building A,4,130.47,183.79,normal,2025-11-25T23:40:28.644025+00:00
Building A,2,80.14,148.4,normal,2025-12-09T01:46:52.644025+00:00
Building C,2,122.09,208.9,normal,2025-11-17T20:47:01.644025+00:00
Building C,1,92.07,158.44,normal,2025-12-12T04:43:20.644025+00:00
Building A,2,72.97,225.15,normal,2025-12-08T06:53:57.644025+00:00
Building A,5,349.69,512.28,anomaly,2025-11-21T18:59:29.644025+00:00
Building C,4,102.42,257.63,normal,2025-11-29T11:42:11.644025+00:00
Building B,5,205.93,336.53,normal,2025-11-21T18:21:02.644025+00:00
Building C,3,112.51,258.31,normal,2025-11-28T13:56:51.644025+00:00
Building C,2,399.1,540.99,anomaly,2025-11-17T17:47:22.644025+00:00
Building A,4,145.09,308.56,normal,2025-12-05T16:08:41.644025+00:00
Building B,1,140.31,268.89,normal,2025-11-17T00:59:23.644025+00:00
Building B,4,124.78,254.46,normal,2025-12-04T01:29:04.644025+00:00
Building C,3,87.06,133.78,normal,2025-12-10T02:21:55.644025+00:00
Building C,1,83.15,251.09,normal,2025-11-27T13:39:07.644025+00:00
Building C,1,374.17,524.3,anomaly,2025-11-19T22:40:21.644025+00:00
Building A,3,340.09,566.08,anomaly,2025-12-01T00:41:50.644025+00:00
Building C,1,147.09,191.36,normal,2025-12-10T13:38:26.644025+00:00
Building A,2,378.31,631.75,anomaly,2025-11-18T16:24:57.644025+00:00
Building C,3,104.41,201.55,normal,2025-12-05T22:18:58.644025+00:00
Building A,2,281.48,623.61,anomaly,2025-11-16T09:07:18.644025+00:00
Building A,1,135.38,253.67,normal,2025-12-03T14:16:27.644025+00:00
Building A,2,91.17,265.21,normal,2025-11-19T18:58:13.644025+00:00
Building B,2,168.2,231.54,normal,2025-12-01T08:10:52.644025+00:00
Building C,1,128.85,230.33,normal,2025-12-06T17:09:10.644025+00:00
Building A,2,122.13,209.67,normal,2025-12-08T07:07:55.644025+00:00
Building B,3,127.32,276.19,normal,2025-12-11T10:06:45.644025+00:00
Building B,1,262.01,546.87,anomaly,2025-12-05T22:34:17.644025+00:00
Building C,2,102.69,168.87,normal,2025-12-05T10:49:34.644025+00:00
Building C,3,144.93,206.66,normal,2025-12-15T16:13:26.644025+00:00
Building B,5,158.54,245.15,normal,2025-12-12T15:14:20.644025+00:00
Building A,3,130.38,234.96,normal,2025-11-24T22:00:03.644025+00:00
Building A,4,94.29,147.48,normal,2025-12-06T05:48:26.644025+00:00
Building B,3,166.01,358.14,normal,2025-11-17T11:29:09.644025+00:00
Building C,4,101.85,177.32,normal,2025-11-22T20:38:05.644025+00:00
Building C,1,115.66,146.06,normal,2025-12-10T04:51:54.644025+00:00
Building C,4,161.37,205.79,normal,2025-11-25T08:37:00.644025+00:00
Building C,5,123.2,243.0,normal,2025-11-18T10:33:44.644025+00:00
Building B,1,95.56,183.73,normal,2025-12-09T22:39:56.644025+00:00
Building C,1,68.78,221.3,normal,2025-12-11T04:08:03.644025+00:00
Building B,1,143.3,228.86,normal,2025-11-27T19:53:10.644025+00:00
Building B,4,174.26,233.81,normal,2025-12-15T18:52:43.644025+00:00
Building C,1,99.94,229.43,normal,2025-12-10T13:07:10.644025+00:00
Building C,1,132.73,253.91,normal,2025-11-26T11:32:35.644025+00:00
Building C,2,136.52,279.49,normal,2025-11-30T10:50:15.644025+00:00
Building C,1,345.44,451.58,anomaly,2025-11-24T12:03:02.644025+00:00
Building A,3,164.38,183.19,normal,2025-12-08T09:40:34.644025+00:00
Building B,1,180.39,323.27,normal,2025-11-16T16:32:03.644025+00:00
Building B,4,106.24,273.92,normal,2025-12-15T02:56:49.644025+00:00
Building A,5,119.59,211.98,normal,2025-11-25T02:40:33.644025+00:00
Building B,1,143.39,342.71,normal,2025-12-07T14:49:55.644025+00:00
Building B,3,108.07,308.49,normal,2025-11-30T21:46:21.644025+00:00
Building B,5,161.76,244.1,normal,2025-11-30T10:38:40.644025+00:00
Building C,2,87.86,162.8,normal,2025-12-08T11:04:22.644025+00:00
Building A,2,98.46,306.93,normal,2025-12-06T09:30:26.644025+00:00
Building A,4,81.16,181.6,normal,2025-11-20T03:58:04.644025+00:00
Building A,2,111.83,199.72,normal,2025-11-28T17:14:43.644025+00:00
Building B,3,145.84,193.59,normal,2025-12-12T05:02:05.644025+00:00
Building A,5,122.81,242.04,normal,2025-12-05T02:34:03.644025+00:00
Building A,2,139.38,219.96,normal,2025-12-10T14:39:05.644025+00:00
Building C,3,122.13,159.67,normal,2025-11-16T20:14:05.644025+00:00
Building A,5,127.65,200.42,normal,2025-11-30T03:38:37.644025+00:00
Building B,1,139.93,193.55,normal,2025-11-25T05:55:20.644025+00:00
Building B,4,147.66,272.54,normal,2025-11-22T00:19:41.644025+00:00
Building C,4,68.91,182.81,normal,2025-11-27T07:51:27.644025+00:00
Building C,2,124.15,225.07,normal,2025-12-05T09:03:24.644025+00:00
Building B,1,104.43,213.21,normal,2025-11-25T06:21:44.644025+00:00
Building A,5,126.81,256.25,normal,2025-12-05T20:09:48.644025+00:00
Building C,3,103.53,225.9,normal,2025-12-07T00:57:23.644025+00:00
Building A,5,103.91,236.57,normal,2025-11-21T02:53:12.644025+00:00
Building A,4,97.1,197.24,normal,2025-12-15T18:16:26.644025+00:00
Building A,2,108.57,214.09,normal,2025-12-13T00:57:26.644025+00:00
Building A,2,137.45,223.73,normal,2025-12-04T19:29:15.644025+00:00
Building B,3,130.83,343.29,normal,2025-11-22T15:56:26.644025+00:00
Building A,4,98.23,309.51,normal,2025-11-21T12:21:07.644025+00:00
Building A,1,102.97,202.13,normal,2025-11-30T05:18:32.644025+00:00
Building C,3,75.76,189.98,normal,2025-12-01T06:36:48.644025+00:00
Building C,1,134.28,156.82,normal,2025-12-12T18:52:30.644025+00:00
Building C,2,98.37,191.78,normal,2025-12-11T21:26:54.644025+00:00
Building C,2,89.98,162.21,normal,2025-11-19T00:58:48.644025+00:00
Building A,1,98.27,144.95,normal,2025-11-20T06:17:48.644025+00:00
Building C,1,255.32,499.67,anomaly,2025-12-09T04:56:34.644025+00:00
Building B,3,284.6,513.77,anomaly,2025-11-19T07:15:06.644025+00:00
Building A,4,130.96,300.98,normal,2025-11-21T12:24:35.644025+00:00
Building B,1,131.17,189.28,normal,2025-11-19T22:24:53.644025+00:00
Building A,4,357.18,533.41,anomaly,2025-11-27T15:17:36.644025+00:00
Building A,4,137.98,263.73,normal,2025-12-04T21:48:25.644025+00:00
Building A,2,102.62,278.51,normal,2025-11-26T15:27:18.644025+00:00
Building C,1,122.18,197.44,normal,2025-12-03T11:36:37.644025+00:00
Building B,5,391.55,463.22,anomaly,2025-11-18T22:42:31.644025+00:00
Building B,5,285.72,572.24,anomaly,2025-12-03T13:07:27.644025+00:00
Building A,5,123.99,238.68,normal,2025-11-17T02:21:24.644025+00:00
Building A,2,87.16,226.48,normal,2025-12-01T07:15:26.644025+00:00
Building B,4,99.21,177.35,normal,2025-11-27T04:59:12.644025+00:00
Building A,5,166.73,263.08,normal,2025-11-21T18:23:03.644025+00:00
Building C,3,101.61,175.44,normal,2025-12-06T15:51:02.644025+00:00
Building B,4,163.38,338.28,normal,2025-11-22T16:57:37.644025+00:00
Building B,2,280.71,597.76,anomaly,2025-11-26T12:08:43.644025+00:00
Building C,2,108.83,211.66,normal,2025-12-08T01:16:45.644025+00:00
Building A,2,92.43,266.43,normal,2025-11-20T16:13:45.644025+00:00
Building C,2,119.98,140.89,normal,2025-12-12T21:09:02.644025+00:00
Building A,2,93.98,205.94,normal,2025-12-15T14:45:23.644025+00:00
Building A,3,82.88,160.46,normal,2025-12-05T20:16:08.644025+00:00
Building B,1,78.11,246.17,normal,2025-11-25T01:08:41.644025+00:00
Building B,3,122.33,202.01,normal,2025-11-23T11:51:22.644025+00:00
Building A,5,117.73,242.57,normal,2025-11-20T00:20:22.644025+00:00
Building C,4,108.86,276.79,normal,2025-11-19T18:21:15.644025+00:00
Building A,1,113.5,290.94,normal,2025-12-15T13:22:40.644025+00:00
Building C,3,130.72,203.98,normal,2025-12-09T15:39:38.644025+00:00
Building A,1,72.32,134.25,normal,2025-11-27T22:51:16.644025+00:00
Building C,3,95.06,215.84,normal,2025-11-28T18:20:01.644025+00:00
Building B,3,107.72,253.98,normal,2025-12-11T03:57:50.644025+00:00
Building B,3,136.02,333.16,normal,2025-11-29T17:30:57.644025+00:00
Building C,2,155.7,292.29,normal,2025-12-14T13:43:05.644025+00:00
Building C,2,262.14,509.38,anomaly,2025-11-16T11:43:17.644025+00:00
Building C,5,92.41,186.35,normal,2025-11-27T22:18:18.644025+00:00
Building C,1,393.12,576.22,anomaly,2025-11-21T03:37:22.644025+00:00
Building B,4,139.67,287.04,normal,2025-11-29T20:01:38.644025+00:00
Building B,4,143.1,176.84,normal,2025-12-06T03:09:10.644025+00:00
Building A,3,130.69,189.15,normal,2025-11-17T20:14:38.644025+00:00
Building A,3,160.38,225.3,normal,2025-12-02T13:40:03.644025+00:00
Building C,1,64.55,175.39,normal,2025-11-20T05:00:02.644025+00:00
Building C,2,86.65,199.6,normal,2025-12-13T04:55:03.644025+00:00
Building C,5,101.45,230.49,normal,2025-11-29T20:00:12.644025+00:00
Building A,1,103.72,276.92,normal,2025-11-25T14:38:14.644025+00:00
Building A,5,106.88,228.04,normal,2025-11-19T21:38:52.644025+00:00
Building C,2,116.37,179.64,normal,2025-12-08T05:06:18.644025+00:00
Building C,1,132.72,209.14,normal,2025-12-14T08:24:17.644025+00:00
Building B,4,183.58,219.87,normal,2025-12-13T11:52:20.644025+00:00
Building B,4,259.83,565.42,anomaly,2025-11-26T04:28:47.644025+00:00
Building C,2,115.25,211.81,normal,2025-12-05T12:28:43.644025+00:00
Building A,4,147.78,306.72,normal,2025-11-26T13:30:10.644025+00:00
Building C,4,90.7,310.57,normal,2025-12-05T13:23:34.644025+00:00
Building A,3,100.78,178.52,normal,2025-11-21T15:25:44.644025+00:00
Building A,1,134.86,210.59,normal,2025-11-22T20:37:43.644025+00:00
Building A,4,122.99,213.87,normal,2025-11-17T17:23:40.644025+00:00
Building A,1,136.12,284.35,normal,2025-12-14T10:19:11.644025+00:00
Building A,2,86.24,192.49,normal,2025-12-06T05:42:14.644025+00:00
Building C,3,104.23,187.03,normal,2025-12-01T04:05:35.644025+00:00
Building B,4,187.57,345.63,normal,2025-12-14T16:18:35.644025+00:00
Building A,1,67.34,194.12,normal,2025-11-23T05:33:56.644025+00:00
Building A,1,135.28,193.73,normal,2025-12-02T10:48:03.644025+00:00
Building A,5,107.24,168.86,normal,2025-12-12T03:43:01.644025+00:00
Building A,2,118.34,233.14,normal,2025-11-22T04:55:21.644025+00:00
Building B,1,109.85,181.74,normal,2025-12-02T01:45:48.644025+00:00
Building A,1,109.84,226.64,normal,2025-11-25T01:30:34.644025+00:00
Building A,1,157.7,189.96,normal,2025-11-22T14:40:39.644025+00:00
Building B,2,112.75,300.28,normal,2025-12-04T19:53:20.644025+00:00
Building C,5,121.71,159.85,normal,2025-11-26T07:22:55.644025+00:00
Building B,4,150.33,262.63,normal,2025-12-11T19:35:55.644025+00:00
Building B,2,350.73,635.19,anomaly,2025-12-09T16:39:28.644025+00:00
Building B,1,135.69,221.42,normal,2025-11-21T05:21:52.644025+00:00
Building B,2,118.42,241.46,normal,2025-11-27T21:33:42.644025+00:00
Building C,1,72.33,208.69,normal,2025-11-30T01:42:56.644025+00:00
Building A,3,132.4,183.03,normal,2025-12-09T18:11:10.644025+00:00
Building A,2,90.93,172.51,normal,2025-12-08T22:11:56.644025+00:00
Building A,3,74.57,206.21,normal,2025-11-17T02:57:13.644025+00:00
Building A,2,344.48,544.94,anomaly,2025-12-07T07:03:57.644025+00:00
Building C,1,93.12,201.65,normal,2025-11-18T17:32:08.644025+00:00
Building C,5,251.88,555.62,anomaly,2025-11-28T06:32:58.644025+00:00
Building C,4,104.02,234.01,normal,2025-12-12T05:37:51.644025+00:00
Building A,2,255.5,629.77,anomaly,2025-12-03T07:02:44.644025+00:00
Building A,2,316.23,569.49,anomaly,2025-11-16T17:14:22.644025+00:00
Building A,2,110.58,282.39,normal,2025-12-06T09:13:22.644025+00:00
Building A,2,86.54,215.49,normal,2025-11-19T05:32:51.644025+00:00
Building A,4,81.45,211.17,normal,2025-12-05T07:14:46.644025+00:00
Building B,1,126.89,193.2,normal,2025-11-18T21:41:35.644025+00:00
Building A,5,95.88,216.51,normal,2025-11-23T06:02:34.644025+00:00
Building B,3,336.17,611.86,anomaly,2025-11-27T13:35:08.644025+00:00
Building A,1,119.28,212.66,normal,2025-12-09T19:34:39.644025+00:00
Building B,5,149.48,253.56,normal,2025-11-17T20:48:13.644025+00:00
Building B,5,134.87,263.45,normal,2025-12-08T07:26:34.644025+00:00
Building C,3,104.29,178.57,normal,2025-12-02T20:33:30.644025+00:00
Building C,4,287.89,545.55,anomaly,2025-12-11T20:47:15.644025+00:00
Building A,2,374.99,479.57,anomaly,2025-12-05T06:56:58.644025+00:00
Building C,5,161.78,179.15,normal,2025-12-12T11:10:49.644025+00:00
Building B,5,121.02,176.45,normal,2025-11-20T23:41:41.644025+00:00
Building C,4,156.12,279.95,normal,2025-11-18T15:03:07.644025+00:00
Building B,4,84.59,252.41,normal,2025-11-23T03:17:51.644025+00:00
Building B,2,116.17,199.8,normal,2025-11-25T22:15:33.644025+00:00
Building A,4,129.15,198.96,normal,2025-11-26T19:14:24.644025+00:00
Building B,1,100.5,243.44,normal,2025-11-26T06:09:36.644025+00:00
Building B,1,180.45,332.54,normal,2025-11-19T13:05:53.644025+00:00
Building B,4,200.65,322.92,normal,2025-11-30T10:21:37.644025+00:00
Building B,5,135.05,263.08,normal,2025-11-27T19:16:42.644025+00:00
Building C,3,160.67,217.61,normal,2025-11-20T08:53:28.644025+00:00
Building B,2,110.84,248.53,normal,2025-12-15T05:19:01.644025+00:00
Building A,2,129.14,174.14,normal,2025-12-08T09:49:15.644025+00:00
Building B,3,148.22,159.35,normal,2025-11-26T23:36:28.644025+00:00
Building A,5,273.98,488.18,anomaly,2025-11-19T16:30:42.644025+00:00
Building C,5,142.37,292.97,normal,2025-11-20T16:29:38.644025+00:00
Building C,5,116.99,223.31,normal,2025-11-27T03:31:14.644025+00:00
Building B,4,193.39,294.31,normal,2025-11-21T11:34:07.644025+00:00
Building C,1,122.87,185.24,normal,2025-11-21T12:04:47.644025+00:00
Building B,2,103.37,253.77,normal,2025-11-22T04:28:20.644025+00:00
Building A,4,100.97,189.91,normal,2025-11-17T07:39:52.644025+00:00
Building C,1,67.13,144.19,normal,2025-11-27T02:06:03.644025+00:00
Building B,3,125.51,298.29,normal,2025-12-05T19:08:31.644025+00:00
Building C,1,150.77,268.03,normal,2025-11-20T10:15:18.644025+00:00
Building A,4,120.42,243.56,normal,2025-12-01T04:58:42.644025+00:00
Building B,2,94.21,184.88,normal,2025-12-13T23:12:30.644025+00:00
Building A,2,94.18,183.82,normal,2025-11-21T23:57:42.644025+00:00
Building B,4,116.81,229.02,normal,2025-11-26T05:01:35.644025+00:00
Building B,1,169.79,281.06,normal,2025-12-07T15:47:40.644025+00:00
Building C,4,113.16,157.83,normal,2025-12-14T20:35:37.644025+00:00
Building A,1,73.52,159.51,normal,2025-11-17T03:28:42.644025+00:00
Building C,3,99.89,192.06,normal,2025-11-27T05:48:04.644025+00:00
Building C,2,130.79,180.3,normal,2025-12-02T20:11:54.644025+00:00
Building C,1,85.82,173.96,normal,2025-12-12T02:36:34.644025+00:00
Building B,1,79.73,174.41,normal,2025-11-28T04:13:35.644025+00:00
Building B,4,148.26,258.6,normal,2025-11-23T12:00:36.644025+00:00
Building A,4,163.37,246.39,normal,2025-11-22T17:37:43.644025+00:00
Building A,4,148.36,235.37,normal,2025-11-16T09:11:39.644025+00:00
Building A,1,79.15,236.64,normal,2025-11-23T20:33:29.644025+00:00
Building A,4,92.39,215.17,normal,2025-12-03T21:14:33.644025+00:00
Building C,3,67.24,137.11,normal,2025-12-12T04:53:15.644025+00:00
Building A,1,117.07,232.09,normal,2025-12-08T04:18:13.644025+00:00
Building A,5,100.27,290.92,normal,2025-12-06T16:24:45.644025+00:00
Building C,5,107.14,245.28,normal,2025-11-25T02:55:44.644025+00:00
Building A,1,145.65,236.34,normal,2025-11-16T12:15:15.644025+00:00
Building C,2,107.49,253.45,normal,2025-11-29T11:44:34.644025+00:00
Building A,3,89.4,237.53,normal,2025-12-08T00:48:18.644025+00:00
Building A,2,101.06,198.77,normal,2025-12-14T22:07:21.644025+00:00
Building C,3,88.13,170.57,normal,2025-11-26T12:05:47.644025+00:00
Building C,3,92.51,218.65,normal,2025-12-09T01:22:44.644025+00:00
Building A,2,92.44,229.67,normal,2025-12-04T21:22:14.644025+00:00
Building A,2,73.15,176.75,normal,2025-12-06T01:05:46.644025+00:00
Building C,5,118.37,162.67,normal,2025-12-06T04:19:03.644025+00:00
Building A,5,390.99,515.56,anomaly,2025-11-26T06:10:29.644025+00:00
Building B,1,79.22,228.38,normal,2025-11-26T06:21:12.644025+00:00
Building C,1,101.84,251.56,normal,2025-12-05T18:38:33.644025+00:00
Building B,1,132.35,333.88,normal,2025-11-23T11:54:10.644025+00:00
Building C,4,120.38,153.13,normal,2025-11-17T23:30:46.644025+00:00
Building A,2,97.74,216.19,normal,2025-11-22T21:42:20.644025+00:00
Building C,5,269.41,646.13,anomaly,2025-12-08T11:29:26.644025+00:00
Building C,4,91.03,139.03,normal,2025-11-30T03:25:02.644025+00:00
Building A,1,77.84,232.76,normal,2025-12-13T19:59:38.644025+00:00
Building A,3,90.91,248.01,normal,2025-12-02T05:36:21.644025+00:00
Building C,2,75.85,194.01,normal,2025-11-16T06:03:52.644025+00:00
Building C,1,116.67,212.16,normal,2025-11-22T05:52:01.644025+00:00
Building B,4,399.3,599.11,anomaly,2025-11-18T13:54:49.644025+00:00
Building A,1,115.93,207.81,normal,2025-12-13T09:28:23.644025+00:00
Building B,4,108.97,288.94,normal,2025-12-09T19:24:05.644025+00:00
Building B,2,114.41,213.65,normal,2025-12-05T08:30:30.644025+00:00
Building B,5,201.65,343.36,normal,2025-12-08T14:10:55.644025+00:00
Building A,2,75.86,157.91,normal,2025-12-13T00:45:57.644025+00:00
Building A,2,81.29,140.78,normal,2025-12-09T05:44:49.644025+00:00
Building A,1,122.16,155.76,normal,2025-12-06T03:01:20.644025+00:00
Building C,5,332.33,582.96,anomaly,2025-12-13T01:55:24.644025+00:00
Building C,5,83.42,177.24,normal,2025-12-11T07:11:26.644025+00:00
Building A,1,96.66,198.55,normal,2025-11-27T23:08:31.644025+00:00
Building B,1,96.13,235.7,normal,2025-11-24T22:14:55.644025+00:00
Building A,3,71.16,223.39,normal,2025-11-20T22:03:19.644025+00:00
Building B,4,151.24,273.71,normal,2025-11-23T08:55:52.644025+00:00
Building A,2,99.89,151.67,normal,2025-12-05T21:30:13.644025+00:00
Building B,4,128.41,172.21,normal,2025-11-24T06:49:04.644025+00:00
Building C,1,93.9,143.31,normal,2025-12-06T00:59:19.644025+00:00
Building C,5,124.47,218.44,normal,2025-12-12T21:28:35.644025+00:00
Building A,3,251.97,641.72,anomaly,2025-12-02T14:08:17.644025+00:00
Building B,4,124.56,178.23,normal,2025-11-21T05:08:30.644025+00:00
Building A,2,100.07,273.23,normal,2025-11-18T18:12:39.644025+00:00
Building B,1,115.46,275.34,normal,2025-11-23T21:13:03.644025+00:00
Building B,1,78.65,258.73,normal,2025-12-02T02:27:15.644025+00:00
Building A,1,132.27,209.6,normal,2025-12-01T10:20:02.644025+00:00
Building C,4,119.11,269.78,normal,2025-12-05T10:28:23.644025+00:00
Building A,4,121.14,253.32,normal,2025-12-05T07:28:25.644025+00:00
Building A,4,80.69,224.21,normal,2025-12-08T05:36:35.644025+00:00
Building C,3,160.71,290.55,normal,2025-11-28T14:46:14.644025+00:00
Building A,1,117.43,193.86,normal,2025-11-16T08:57:22.644025+00:00
Building A,3,103.87,191.24,normal,2025-11-19T15:43:47.644025+00:00
Building C,3,154.44,193.66,normal,2025-11-20T11:58:20.644025+00:00
Building C,3,277.43,616.14,anomaly,2025-12-11T08:41:17.644025+00:00
Building C,4,113.13,312.81,normal,2025-11-17T08:36:12.644025+00:00
Building B,1,176.64,218.29,normal,2025-11-17T08:18:38.644025+00:00
Building A,1,93.22,254.73,normal,2025-11-26T08:23:16.644025+00:00
Building B,4,120.49,209.51,normal,2025-11-21T18:54:46.644025+00:00
Building A,2,128.95,188.97,normal,2025-12-09T11:45:12.644025+00:00
Building C,5,101.35,199.1,normal,2025-12-04T07:08:10.644025+00:00
Building B,4,191.59,308.03,normal,2025-12-03T10:16:33.644025+00:00
Building B,3,177.84,201.97,normal,2025-12-07T14:37:45.644025+00:00
Building A,3,89.45,244.16,normal,2025-11-30T02:01:51.644025+00:00
Building A,1,125.09,271.77,normal,2025-11-19T15:19:34.644025+00:00
Building A,4,130.59,156.03,normal,2025-12-02T21:43:40.644025+00:00
Building B,2,135.31,316.16,normal,2025-11-21T15:31:37.644025+00:00
Building A,3,103.38,244.63,normal,2025-11-19T21:21:01.644025+00:00
Building B,3,161.52,228.34,normal,2025-12-10T20:24:01.644025+00:00
Building B,5,134.12,220.05,normal,2025-12-01T06:32:08.644025+00:00
Building A,5,135.68,258.63,normal,2025-12-14T23:18:23.644025+00:00
Building C,3,112.32,246.07,normal,2025-11-23T15:44:00.644025+00:00
Building B,2,356.66,587.23,anomaly,2025-12-11T11:11:34.644025+00:00
Building A,4,126.38,215.33,normal,2025-11-22T23:34:14.644025+00:00
Building C,4,149.83,246.2,normal,2025-12-15T11:17:11.644025+00:00
Building B,5,156.6,292.5,normal,2025-11-23T07:49:11.644025+00:00
Building A,2,112.41,244.31,normal,2025-11-29T19:47:59.644025+00:00
Building A,5,121.27,149.22,normal,2025-11-17T23:33:02.644025+00:00
Building C,2,98.94,271.5,normal,2025-12-11T11:40:33.644025+00:00
Building A,4,156.23,269.22,normal,2025-12-08T16:23:54.644025+00:00
Building C,2,87.07,261.3,normal,2025-12-04T16:10:33.644025+00:00
Building A,1,128.47,194.56,normal,2025-12-07T11:18:47.644025+00:00
Building C,4,113.09,245.25,normal,2025-12-05T21:26:09.644025+00:00
Building B,1,124.1,238.97,normal,2025-12-01T21:13:09.644025+00:00
Building C,5,74.11,231.87,normal,2025-11-16T01:37:28.644025+00:00
Building B,1,114.61,267.24,normal,2025-11-27T06:28:15.644025+00:00
Building C,4,111.89,299.66,normal,2025-12-09T16:34:50.644025+00:00
Building A,5,100.26,252.42,normal,2025-11-18T19:40:56.644025+00:00
Building A,4,147.69,280.87,normal,2025-12-07T14:51:33.644025+00:00
Building C,3,121.83,251.95,normal,2025-12-12T14:17:55.644025+00:00
Building C,2,155.75,293.35,normal,2025-12-13T10:47:14.644025+00:00
Building A,4,88.49,227.49,normal,2025-11-17T03:18:41.644025+00:00
Building A,1,78.93,139.81,normal,2025-11-16T05:48:56.644025+00:00
Building A,2,101.92,219.44,normal,2025-11-25T08:40:47.644025+00:00
Building B,4,127.18,376.14,normal,2025-11-28T12:46:16.644025+00:00
Building B,3,122.27,315.63,normal,2025-11-18T11:02:14.644025+00:00
Building C,4,380.59,631.46,anomaly,2025-11-28T06:06:57.644025+00:00
Building B,2,167.13,290.75,normal,2025-11-30T09:51:43.644025+00:00
Building B,4,166.75,295.6,normal,2025-12-06T19:12:39.644025+00:00
Building A,5,103.27,255.39,normal,2025-12-11T23:22:54.644025+00:00
Building C,3,102.48,231.81,normal,2025-11-21T06:43:07.644025+00:00
Building B,5,105.5,229.67,normal,2025-11-20T02:41:56.644025+00:00
